brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,wiek,engine_hp,engine_cylinders,engine_fuel,engine_liters_log
BMW,X6 xDrive35i,2009,92008.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,12500.0,16,300.0,6.0,Gasoline,1.0986122890014431
Ford,Mustang Base,1998,63900.0,Gasoline,A/T,White,Gray,None reported,Yes,10300.0,27,150.0,6.0,Gasoline,1.335001066995498
Toyota,Sequoia Limited,2012,150900.0,Gasoline,A/T,Black,Gray,None reported,Yes,17500.0,13,381.0,8.0,Gasoline,1.7404661750159431
Subaru,WRX Base,2015,52500.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,23000.0,10,268.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Suburban LT,2017,207571.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,21000.0,8,355.0,8.0,Gasoline,1.6677068207467554
INFINITI,QX60 Pure,2020,39000.0,Gasoline,A/T,Gray,Gray,None reported,Yes,29900.0,5,295.0,6.0,Gasoline,1.2527629687810824
Porsche,Cayman Base,2011,66000.0,Gasoline,A/T,Black,Brown,,,28000.0,14,265.0,6.0,Gasoline,1.064710737337256
INFINITI,QX60 Base,2017,93500.0,Gasoline,A/T,Black,Black,None reported,Yes,16000.0,8,295.0,6.0,Gasoline,1.2527629687810824
BMW,M4 Base,2018,7200.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,64000.0,7,425.0,6.0,Gasoline,1.0986122890014431
Land,Rover Defender SE,2023,8421.0,Hybrid,A/T,Black,White,None reported,Yes,90000.0,2,395.0,6.0,Gasoline,1.0986122890014431
Ford,Escape XLT,2012,186268.0,E85 Flex Fuel,6-Speed A/T,Blue,Black,None reported,Yes,4500.0,13,240.0,6.0,Flex Fuel,1.0986122890014431
Lexus,ES 350 Base,2016,51335.0,Gasoline,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,25995.0,9,268.0,6.0,Gasoline,1.2527629687810824
Porsche,718 Boxster GTS,2019,10400.0,Gasoline,A/T,Gray,Black,None reported,Yes,99750.0,6,365.0,4.0,Gasoline,0.9162907322741553
Mitsubishi,Lancer Evolution IX,2006,77000.0,Gasoline,5-Speed M/T,Silver,Black,None reported,Yes,57000.0,19,286.0,4.0,Gasoline,0.6931471810599453
Acura,TL Technology,2013,40000.0,Gasoline,6-Speed A/T,Blue,Gray,None reported,Yes,24000.0,12,280.0,6.0,Gasoline,1.2527629687810824
Cadillac,CTS Luxury,2012,113000.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,10000.0,13,270.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Camaro 1SS,2022,7600.0,Gasoline,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,46000.0,3,455.0,8.0,Gasoline,1.8245492922123363
Toyota,Camry Hybrid LE,2022,20400.0,Hybrid,CVT Transmission,White,Gray,None reported,Yes,29900.0,3,208.0,4.0,Electric,0.9162907322741553
Ford,Transit-350 XLT,2019,115000.0,Gasoline,A/T,White,Gray,None reported,Yes,39000.0,6,310.0,6.0,Gasoline,1.2527629687810824
Lexus,RX 450h Base,2012,239000.0,Hybrid,A/T,Black,Black,None reported,Yes,7000.0,13,295.0,6.0,Electric,1.2527629687810824
Lincoln,MKZ Base,2016,68200.0,Gasoline,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,16750.0,9,300.0,6.0,Gasoline,1.3083328199204491
Chevrolet,S-10 LS Crew Cab,2001,139000.0,Gasoline,A/T,Red,Gray,None reported,Yes,7000.0,24,190.0,6.0,Gasoline,1.458615022932075
Mercedes-Benz,G-Class G 550 4MATIC,2021,76100.0,Gasoline,A/T,Black,Black,None reported,Yes,130000.0,4,416.0,8.0,Gasoline,1.3862943613698906
BMW,750 i xDrive,2019,41906.0,Gasoline,8-Speed A/T,Blue,White,At least 1 accident or damage reported,Yes,45999.0,6,445.0,8.0,Gasoline,1.4816045411514882
Chevrolet,Camaro 2SS,2016,164000.0,Gasoline,8-Speed A/T,Black,Red,None reported,Yes,21500.0,9,455.0,8.0,Gasoline,1.8245492922123363
Land,Rover Range Rover Evoque S,2020,46891.0,Gasoline,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,31000.0,5,246.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Suburban LT,2019,72000.0,Gasoline,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,39000.0,6,355.0,8.0,Gasoline,1.6677068207467554
Porsche,718 Spyder Base,2020,3400.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,129900.0,5,414.0,6.0,Gasoline,1.3862943613698906
Chevrolet,Camaro 1LT,2021,18000.0,Gasoline,10-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,30000.0,4,335.0,6.0,Gasoline,1.280933845739842
Toyota,Tacoma Double Cab,2007,24985.0,Gasoline,5-Speed A/T,Silver,Silver,,,33580.0,18,236.0,6.0,Gasoline,1.3862943613698906
GMC,Yukon Denali Ultimate,2023,9978.0,Gasoline,10-Speed A/T,White,Gold,None reported,Yes,93999.0,2,420.0,8.0,Gasoline,1.8245492922123363
Ford,Shelby GT350R Base,2018,18500.0,Gasoline,M/T,Blue,Black,At least 1 accident or damage reported,Yes,77999.0,7,526.0,8.0,Gasoline,1.6486586257796894
Buick,LaCrosse Base,2017,67500.0,Gasoline,8-Speed A/T,Black,Beige,None reported,Yes,20000.0,8,310.0,6.0,Gasoline,1.280933845739842
Mercedes-Benz,E-Class E 300 4MATIC,2017,36900.0,Gasoline,9-Speed A/T,Gray,Beige,None reported,Yes,28500.0,8,241.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Silverado 3500 High Country,2015,77500.0,Diesel,6-Speed A/T,Black,Brown,None reported,Yes,54000.0,10,397.0,8.0,Diesel,1.887069649183895
Kia,Optima LX,2019,62660.0,Gasoline,A/T,White,Black,None reported,Yes,16500.0,6,185.0,4.0,Gasoline,0.8754687377705666
Lincoln,Town Car Base,2004,27600.0,Gasoline,4-Speed A/T,Black,White,None reported,Yes,14900.0,21,239.0,8.0,Gasoline,1.5260563037124406
Honda,Civic Si,2012,47245.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,19600.0,13,201.0,4.0,Gasoline,0.8754687377705666
Lexus,RX 450h Base,2017,73948.0,Hybrid,A/T,White,Beige,None reported,Yes,31990.0,8,308.0,6.0,Electric,1.2527629687810824
Hyundai,Genesis Coupe 3.8 R-Spec,2014,52060.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,15000.0,11,348.0,6.0,Gasoline,1.335001066995498
Porsche,Boxster RS 60 Spyder,2008,58000.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,41500.0,17,303.0,6.0,Gasoline,1.2237754319162333
Nissan,370Z Touring,2009,37500.0,Gasoline,6-Speed M/T,Silver,Orange,None reported,Yes,21500.0,16,332.0,6.0,Gasoline,1.3083328199204491
Genesis,G70 2.0T,2023,2121.0,Gasoline,8-Speed A/T,White,Red,None reported,Yes,40750.0,2,252.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,S-Class S 560 4MATIC,2020,22000.0,Gasoline,A/T,White,Beige,None reported,Yes,69500.0,5,463.0,8.0,Gasoline,1.3862943613698906
Ford,Bronco Wildtrak Advanced,2023,2000.0,Gasoline,A/T,Black,Black,None reported,Yes,66500.0,2,315.0,6.0,Gasoline,0.9932517733806538
RAM,1500 SLT,2018,61802.0,E85 Flex Fuel,8-Speed A/T,Black,Gray,None reported,Yes,32000.0,7,305.0,6.0,Flex Fuel,1.280933845739842
Jeep,Grand Cherokee Laredo,2013,106700.0,E85 Flex Fuel,6-Speed A/T,Black,Black,None reported,Yes,13500.0,12,290.0,6.0,Flex Fuel,1.280933845739842
Audi,RS 5 4.2,2013,75965.0,Gasoline,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35999.0,12,450.0,8.0,Gasoline,1.4350845255274178
Chrysler,Crossfire Limited,2005,116320.0,Gasoline,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,6000.0,20,215.0,6.0,Gasoline,1.1631508101181809
Audi,S5 4.2 Premium Plus,2011,156875.0,Gasoline,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,9900.0,14,354.0,8.0,Gasoline,1.4350845255274178
Cadillac,CT4 Luxury,2020,35200.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,28500.0,5,237.0,4.0,Gasoline,0.6931471810599453
Maserati,Ghibli S Q4,2014,76000.0,Gasoline,A/T,Black,Black,None reported,Yes,19000.0,11,404.0,6.0,Gasoline,1.0986122890014431
Jaguar,F-PACE 25t Premium,2019,29000.0,Gasoline,A/T,White,Black,None reported,Yes,34500.0,6,247.0,4.0,Gasoline,0.6931471810599453
BMW,750 i xDrive,2019,33499.0,Gasoline,A/T,Gray,Black,At least 1 accident or damage reported,Yes,44495.0,6,445.0,8.0,Gasoline,1.4816045411514882
GMC,Terrain SLT-1,2015,76296.0,Gasoline,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,9500.0,10,182.0,4.0,Gasoline,0.8754687377705666
Nissan,Versa 1.8 S,2011,109902.0,Gasoline,A/T,Blue,Gray,None reported,Yes,4500.0,14,122.0,4.0,Gasoline,0.5877866654576747
Mercedes-Benz,C-Class C 300 4MATIC,2019,23083.0,Gasoline,9-Speed A/T,White,Beige,None reported,Yes,33500.0,6,255.0,4.0,Gasoline,0.6931471810599453
Toyota,Matrix XRS,2003,143600.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,4199.0,22,180.0,4.0,Gasoline,0.5877866654576747
RAM,1500 Limited,2021,22000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,54800.0,4,395.0,8.0,Gasoline,1.7404661750159431
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000.0,Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,81500.0,3,429.0,6.0,Gasoline,1.0986122890014431
Audi,A5 2.0T Premium,2018,53000.0,Gasoline,A/T,White,Brown,At least 1 accident or damage reported,Yes,28000.0,7,252.0,4.0,Gasoline,0.6931471810599453
Lincoln,Navigator Reserve,2019,44741.0,Gasoline,10-Speed A/T,Beige,Beige,None reported,Yes,52999.0,6,450.0,6.0,Gasoline,1.2527629687810824
Audi,A6 3.2 quattro,2008,202000.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,5700.0,17,255.0,6.0,Gasoline,1.1631508101181809
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,6995.0,19,345.0,8.0,Gasoline,1.7917594693947216
Toyota,Camry SE,2011,177702.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7700.0,14,179.0,4.0,Gasoline,0.9162907322741553
Mercedes-Benz,Metris Base,2018,58350.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,29497.0,7,208.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Camaro 2LT,2010,86170.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17000.0,15,304.0,6.0,Gasoline,1.280933845739842
Mazda,MX-5 Miata Grand Touring,2012,36568.0,Gasoline,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,20199.0,13,167.0,4.0,Gasoline,0.6931471810599453
Ford,Escape SE,2015,54357.0,Gasoline,6-Speed A/T,White,Gray,None reported,Yes,16250.0,10,173.0,4.0,Gasoline,0.4700036298707357
Porsche,Boxster Base,2010,64800.0,Gasoline,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900.0,15,255.0,6.0,Gasoline,1.064710737337256
Toyota,4Runner Trail,2016,117780.0,Gasoline,5-Speed A/T,Gray,Black,None reported,Yes,27750.0,9,270.0,6.0,Gasoline,1.3862943613698906
Land,Rover Range Rover Evoque SE,2016,86202.0,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,18750.0,9,240.0,4.0,Gasoline,0.6931471810599453
Ford,E350 Super Duty XLT,2012,163000.0,E85 Flex Fuel,A/T,White,Gray,None reported,Yes,19550.0,13,255.0,8.0,Flex Fuel,1.686398953755414
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400.0,Gasoline,7-Speed A/T,Black,Gray,None reported,Yes,24900.0,21,302.0,8.0,Gasoline,1.6094379126341003
Jeep,Compass Trailhawk,2018,31000.0,Gasoline,9-Speed A/T,Gray,Black,None reported,Yes,22000.0,7,180.0,4.0,Gasoline,0.8754687377705666
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480.0,Gasoline,A/T,White,Brown,None reported,Yes,135800.0,4,416.0,8.0,Gasoline,1.3862943613698906
Lexus,IS-F Base,2010,41500.0,Gasoline,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,44800.0,15,416.0,8.0,Gasoline,1.6094379126341003
BMW,335 i,2010,91545.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,13000.0,15,300.0,6.0,Gasoline,1.0986122890014431
Audi,RS 7 4.0T,2022,4100.0,Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,162500.0,3,591.0,8.0,Gasoline,1.3862943613698906
Buick,Lucerne CXL,2006,110000.0,Gasoline,A/T,Gold,Beige,None reported,Yes,5000.0,19,275.0,8.0,Gasoline,1.5260563037124406
BMW,435 Gran Coupe i,2015,60100.0,Gasoline,8-Speed A/T,Blue,Beige,None reported,Yes,24995.0,10,300.0,6.0,Gasoline,1.0986122890014431
Cadillac,ATS 2.5L,2013,63172.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,12995.0,12,202.0,4.0,Gasoline,0.9162907322741553
Ford,Transit Connect XLT,2010,72000.0,Gasoline,A/T,White,Gray,At least 1 accident or damage reported,Yes,10900.0,15,136.0,4.0,Gasoline,0.6931471810599453
Audi,S5 3.0T Premium Plus,2014,67900.0,Gasoline,6-Speed M/T,Silver,Black,,,25990.0,11,333.0,6.0,Gasoline,1.0986122890014431
Toyota,Tundra SR,2018,51000.0,Gasoline,A/T,Black,Gray,None reported,Yes,38000.0,7,381.0,8.0,Gasoline,1.7404661750159431
Jeep,Wrangler Unlimited Freedom Edition,2013,54500.0,Gasoline,A/T,Green,Black,None reported,Yes,35000.0,12,285.0,6.0,Gasoline,1.280933845739842
Mercedes-Benz,CLS-Class CLS500,2006,28950.0,Gasoline,7-Speed A/T,Blue,Beige,,,16750.0,19,302.0,8.0,Gasoline,1.6094379126341003
GMC,Sierra 3500 SLE,2002,300000.0,Diesel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,5000.0,23,300.0,8.0,Diesel,1.887069649183895
Nissan,Frontier SL,2011,103400.0,Gasoline,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,17000.0,14,261.0,6.0,Gasoline,1.3862943613698906
Ford,F-150 XL,2016,107000.0,E85 Flex Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22000.0,9,385.0,8.0,Flex Fuel,1.6094379126341003
Porsche,911 Carrera S,2010,13850.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,71400.0,15,385.0,6.0,Gasoline,1.335001066995498
Volvo,XC70 3.2,2008,46700.0,Gasoline,6-Speed A/T,White,Beige,,,11400.0,17,235.0,6.0,Gasoline,1.1631508101181809
Honda,Insight EX,2020,64200.0,Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,20499.0,5,151.0,4.0,Electric,0.4054651087748311
BMW,M5 Competition,2020,35400.0,Gasoline,8-Speed A/T,Orange,Black,None reported,Yes,71950.0,5,617.0,8.0,Gasoline,1.4816045411514882
Audi,S4 4.2 quattro,2004,74030.0,Gasoline,6-Speed M/T,Silver,Gray,None reported,Yes,16000.0,21,340.0,8.0,Gasoline,1.4350845255274178
Kia,Seltos S,2023,5182.0,Gasoline,A/T,White,Black,None reported,Yes,32500.0,2,146.0,4.0,Gasoline,0.6931471810599453
RAM,ProMaster 2500 High Roof,2019,31681.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,33500.0,6,280.0,6.0,Gasoline,1.280933845739842
Mercedes-Benz,E-Class E 400,2015,30300.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,29000.0,10,329.0,6.0,Gasoline,1.0986122890014431
Cadillac,XTS Luxury,2016,112000.0,Gasoline,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599.0,9,304.0,6.0,Gasoline,1.280933845739842
INFINITI,Q50 Premium,2014,127356.0,Gasoline,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19990.0,11,328.0,6.0,Gasoline,1.3083328199204491
Volkswagen,Touareg V6 Executive,2017,50600.0,Gasoline,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,28890.0,8,280.0,6.0,Gasoline,1.280933845739842
Chevrolet,Suburban 1500 LTZ,2011,194000.0,E85 Flex Fuel,6-Speed A/T,Black,Black,None reported,Yes,9950.0,14,320.0,8.0,Flex Fuel,1.6677068207467554
Toyota,Tundra SR5,2021,33455.0,Gasoline,6-Speed A/T,Green,Black,None reported,Yes,44750.0,4,381.0,8.0,Gasoline,1.7404661750159431
BMW,X1 sDrive28i,2022,43000.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,35750.0,3,228.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102.0,Gasoline,7-Speed A/T,Black,Beige,None reported,Yes,35300.0,9,429.0,8.0,Gasoline,1.547562508928779
Cadillac,XTS Luxury,2019,59000.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,21000.0,6,304.0,6.0,Gasoline,1.280933845739842
Jaguar,XJ8 Base,2004,134000.0,Gasoline,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,9500.0,21,294.0,8.0,Gasoline,1.4350845255274178
Chevrolet,Camaro ZL1,2020,3715.0,Gasoline,A/T,Black,Black,None reported,Yes,150000.0,5,650.0,8.0,Gasoline,1.8245492922123363
Mercedes-Benz,Sprinter 2500,2012,100245.0,Diesel,A/T,White,–,At least 1 accident or damage reported,Yes,24000.0,13,188.0,6.0,Diesel,1.0986122890014431
Dodge,Dakota SLT,2003,141800.0,Gasoline,A/T,Red,Gray,At least 1 accident or damage reported,Yes,5700.0,22,230.0,8.0,Gasoline,1.547562508928779
Audi,A5 2.0T Premium Plus,2012,77000.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,13800.0,13,211.0,4.0,Gasoline,0.6931471810599453
Audi,S5 3.0 Premium Plus,2012,61450.0,Gasoline,7-Speed A/T,White,Gray,None reported,Yes,19500.0,13,333.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Camaro 2SS,2023,2300.0,Gasoline,6-Speed M/T,Red,Black,None reported,Yes,51500.0,2,455.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Avalanche 1500 LT,2012,148000.0,E85 Flex Fuel,A/T,Black,Black,None reported,Yes,18000.0,13,320.0,8.0,Flex Fuel,1.6677068207467554
Nissan,Titan SE,2009,127600.0,E85 Flex Fuel,A/T,Brown,Gray,None reported,Yes,19500.0,16,317.0,8.0,Flex Fuel,1.722766597919675
GMC,Sierra 1500 SLT,2013,230000.0,E85 Flex Fuel,A/T,White,Black,None reported,Yes,15500.0,12,315.0,8.0,Flex Fuel,1.6677068207467554
Lexus,RX 350 F Sport,2017,53649.0,Gasoline,A/T,Black,Red,None reported,Yes,33000.0,8,295.0,6.0,Gasoline,1.2527629687810824
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000.0,Gasoline,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,11999.0,13,335.0,8.0,Gasoline,1.5260563037124406
Mercedes-Benz,AMG C 63 S,2021,13650.0,Gasoline,9-Speed A/T,Blue,Black,None reported,Yes,75000.0,4,503.0,8.0,Gasoline,1.3862943613698906
BMW,528 i xDrive,2016,134000.0,Gasoline,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,13500.0,9,240.0,4.0,Gasoline,0.6931471810599453
Porsche,Boxster S,2005,65750.0,Gasoline,A/T,Blue,Gray,None reported,Yes,21750.0,20,280.0,6.0,Gasoline,1.1631508101181809
BMW,X6 M Base,2021,18000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,94000.0,4,600.0,8.0,Gasoline,1.4816045411514882
Ford,Mustang Premium,2007,121630.0,Gasoline,A/T,White,Black,None reported,Yes,9450.0,18,210.0,6.0,Gasoline,1.3862943613698906
BMW,528 i xDrive,2016,120000.0,Gasoline,A/T,White,White,None reported,Yes,16000.0,9,240.0,4.0,Gasoline,0.6931471810599453
Cadillac,Escalade ESV Platinum,2016,168600.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,29500.0,9,420.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Corvette Base,2004,43705.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,25900.0,21,350.0,8.0,Gasoline,1.7404661750159431
Buick,LaCrosse CX,2007,53000.0,Gasoline,4-Speed A/T,Red,Gray,None reported,Yes,6500.0,18,200.0,6.0,Gasoline,1.335001066995498
Chevrolet,Camaro 2SS,2017,13465.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,44900.0,8,455.0,8.0,Gasoline,1.8245492922123363
BMW,M3 Base,2015,74000.0,Gasoline,M/T,Gray,Black,None reported,Yes,40000.0,10,425.0,6.0,Gasoline,1.0986122890014431
Kia,Optima LX,2011,100331.0,Gasoline,A/T,Red,–,At least 1 accident or damage reported,Yes,6900.0,14,200.0,4.0,Gasoline,0.8754687377705666
Toyota,Supra 3.0 Premium,2022,24850.0,Gasoline,A/T,Black,Black,None reported,Yes,53568.0,3,382.0,6.0,Gasoline,1.0986122890014431
Nissan,Pathfinder SL,2015,115000.0,Gasoline,A/T,Gray,Black,None reported,Yes,11995.0,10,260.0,6.0,Gasoline,1.2527629687810824
Mazda,MazdaSpeed3 Grand Touring,2008,162000.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,6500.0,17,263.0,4.0,Gasoline,0.8329091233698865
GMC,Yukon XL SLT,2017,47589.0,Gasoline,A/T,Black,Black,None reported,Yes,45500.0,8,355.0,8.0,Gasoline,1.6677068207467554
RAM,ProMaster 2500 High Roof,2018,10339.0,Gasoline,6-Speed A/T,White,Gray,None reported,Yes,36990.0,7,280.0,6.0,Gasoline,1.280933845739842
Hyundai,Tucson Limited,2016,138000.0,Gasoline,7-Speed A/T,Brown,Beige,None reported,Yes,10990.0,9,175.0,4.0,Gasoline,0.4700036298707357
Chevrolet,SSR Base,2003,87500.0,Gasoline,A/T,Red,Black,None reported,Yes,16999.0,22,300.0,8.0,Gasoline,1.6677068207467554
Maserati,GranTurismo Base,2013,34920.0,Gasoline,6-Speed A/T,Gray,Brown,None reported,Yes,38900.0,12,440.0,8.0,Gasoline,1.547562508928779
BMW,M2 Base,2018,25000.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,52000.0,7,365.0,6.0,Gasoline,1.0986122890014431
Subaru,Outback 2.5i Limited,2015,162000.0,Gasoline,CVT Transmission,Gray,Black,None reported,Yes,13999.0,10,175.0,4.0,Gasoline,0.9162907322741553
Buick,Roadmaster Estate,1996,119500.0,Gasoline,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,16999.0,29,260.0,8.0,Gasoline,1.7404661750159431
Land,Rover Range Rover 5.0L Supercharged,2017,101800.0,Gasoline,A/T,Silver,Black,None reported,Yes,36500.0,8,510.0,8.0,Gasoline,1.6094379126341003
Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000.0,Gasoline,9-Speed A/T,Black,Red,None reported,Yes,112500.0,5,630.0,8.0,Gasoline,1.3862943613698906
BMW,230 i,2019,30000.0,Gasoline,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,29000.0,6,248.0,4.0,Gasoline,0.6931471810599453
Lexus,ES 350 Base,2007,78980.0,Gasoline,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10600.0,18,272.0,6.0,Gasoline,1.2527629687810824
Dodge,Challenger SRT Hellcat,2020,12700.0,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,69900.0,5,717.0,8.0,Gasoline,1.8245492922123363
Mazda,Mazda6 Touring,2021,19000.0,Gasoline,A/T,Blue,Black,,,25900.0,4,187.0,4.0,Gasoline,0.9162907322741553
Audi,S4 3.0T Premium,2019,12000.0,Gasoline,A/T,Black,Black,None reported,Yes,48000.0,6,349.0,6.0,Gasoline,1.0986122890014431
Ford,Mustang GT Premium,2016,25717.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,33900.0,9,435.0,8.0,Gasoline,1.6094379126341003
Audi,TTS 2.0T Premium Plus,2011,69700.0,Gasoline,6-Speed A/T,Orange,–,At least 1 accident or damage reported,Yes,23000.0,14,265.0,4.0,Gasoline,0.6931471810599453
BMW,M2 Competition,2020,25013.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,55000.0,5,405.0,6.0,Gasoline,1.0986122890014431
BMW,740 i,2016,57939.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,27500.0,9,320.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,37000.0,10,449.0,8.0,Gasoline,1.547562508928779
Honda,S2000 Base,2002,110500.0,Gasoline,6-Speed M/T,Yellow,Red,None reported,Yes,27000.0,23,240.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Corvette Base,2000,97500.0,Gasoline,6-Speed M/T,Yellow,Black,None reported,Yes,10000.0,25,345.0,8.0,Gasoline,1.7404661750159431
Mercedes-Benz,S-Class S 63 AMG,2013,77648.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,40000.0,12,536.0,8.0,Gasoline,1.7047480924202434
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850.0,Gasoline,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,16900.0,23,340.0,8.0,Gasoline,2.09186406180185
Audi,SQ5 3.0T Premium,2020,21832.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,42000.0,5,349.0,6.0,Gasoline,1.0986122890014431
